VARIABLES = X, Density, U, Temperature, P, rhoU, rhoE
ZONE I = 100, DATAPACKING=POINT
-4.95 0.0006018883987 2.323000617e-11 696.864 124.5358335 1.398187122e-14 186.8037502 
-4.85 0.0006018883987 9.333793423e-11 696.864 124.5358335 5.617901977e-14 186.8037502 
-4.75 0.0006018883987 3.613620563e-10 696.864 124.5358335 2.174996294e-13 186.8037502 
-4.65 0.0006018883987 1.358097926e-09 696.864 124.5358335 8.174233859e-13 186.8037502 
-4.55 0.0006018883986 4.954476118e-09 696.864 124.5358335 2.982041697e-12 186.8037502 
-4.45 0.0006018883986 1.75399156e-08 696.864 124.5358335 1.055707171e-11 186.8037502 
-4.35 0.0006018883986 6.023882134e-08 696.864 124.5358334 3.625704771e-11 186.8037502 
-4.25 0.0006018883985 2.006275768e-07 696.8639998 124.5358334 1.207554109e-10 186.8037501 
-4.15 0.0006018883981 6.477506806e-07 696.8639995 124.5358332 3.898736195e-10 186.8037499 
-4.05 0.0006018883968 2.026549264e-06 696.8639983 124.5358328 1.219756488e-09 186.8037492 
-3.95 0.0006018883931 6.141270221e-06 696.863995 124.5358314 3.696359265e-09 186.8037471 
-3.85 0.0006018883823 1.801859546e-05 696.8639853 124.5358274 1.084518328e-08 186.8037412 
-3.75 0.0006018883521 5.116170889e-05 696.8639581 124.5358164 3.079363666e-08 186.8037245 
-3.65 0.0006018882705 0.0001405139528 696.8638851 124.5357864 8.457370001e-08 186.8036796 
-3.55 0.0006018880573 0.0003730970208 696.8636949 124.5357083 2.24562641e-07 186.8035625 
-3.45 0.0006018875201 0.000957233434 696.8632177 124.5355119 5.761468577e-07 186.8032678 
-3.35 0.0006018862149 0.00237170875 696.8620627 124.5350354 1.427498802e-06 186.8025531 
-3.25 0.0006018831593 0.005671445091 696.8593698 124.5339219 3.413547289e-06 186.8008829 
-3.15 0.0006018762722 0.01308111634 696.853327 124.5314171 7.873213538e-06 186.7971257 
-3.05 0.0006018613411 0.02908268514 696.840287 124.5259975 1.750374388e-05 186.7889965 
-2.95 0.0006018302341 0.06228400974 696.8132536 124.5147308 3.748440016e-05 186.7720973 
-2.85 0.000601768017 0.1284060572 696.7594685 124.4922485 7.727065842e-05 186.7383777 
-2.75 0.000601648671 0.2546760943 696.6568771 124.4492318 0.0001532255337 186.6738672 
-2.65 0.0006014293252 0.4856700898 696.4694633 124.3703938 0.0002920962344 186.5556616 
-2.55 0.0006010434131 0.8901358762 696.1418707 124.232129 0.0005350103052 186.3484316 
-2.45 0.0006003939131 1.567579969 695.5943576 124.0002786 0.0009411654714 186.0011556 
-2.35 0.000599348661 2.652640673 694.7197536 123.628761 0.001589856635 185.4452502 
-2.25 0.0005977401997 4.314924671 693.3843456 123.0599761 0.002579203934 184.5955288 
-2.15 0.0005953722798 6.752504986 691.4341249 122.227731 0.004020254288 183.35517 
-2.05 0.0005920336823 10.17880367 688.7064785 121.0628556 0.006026194618 181.6249531 
-1.95 0.0005875178263 14.80466985 685.0456071 119.5008141 0.008698007448 179.3156067 
-1.85 0.000581644536 20.81919591 680.3185223 117.4898306 0.01210937154 176.3607996 
-1.75 0.0005742793841 28.37332727 674.4281505 114.997724 0.01629421691 172.7277466 
-1.65 0.0005653466914 37.56937442 667.3210225 112.0159822 0.02123972152 168.4229548 
-1.55 0.0005548342099 48.45764737 658.9887404 108.56043 0.02688596049 163.4920602 
-1.45 0.0005427898216 61.03948989 649.4640869 104.668781 0.03313161383 158.0143398 
-1.35 0.0005293123461 75.27469596 638.8136787 100.3960349 0.03984382592 152.0936682 
-1.25 0.0005145393158 91.09086794 627.1293108 95.80893084 0.04686983287 145.8481031 
-1.15 0.0004986344388 108.3925261 614.5198119 90.98053557 0.0540482464 139.4000163 
-1.05 0.0004817767977 127.06833 601.104671 85.98571624 0.06121857311 132.8680453 
-0.95 0.0004641530619 146.9952861 587.0101892 80.89788903 0.0682283121 126.3614537 
-0.85 0.0004459533978 168.0390716 572.3686237 75.78715869 0.07493759495 119.97696 
-0.75 0.0004273714803 190.0495092 557.3207758 70.71981239 0.0812217401 113.7977945 
-0.65 0.0004086090402 212.8497359 542.0227251 65.75909021 0.08697232632 107.8946537 
-0.55 0.0003898856299 236.216808 526.657852 60.96718202 0.09209753899 102.3282664 
-0.45 0.0003714544464 259.8507328 511.4556661 56.40841351 0.09652271011 97.15336875 
-0.35 0.0003536242882 283.329589 496.718449 52.15340968 0.1001922242 92.42382537 
-0.25 0.000336783906 306.0543185 482.8531818 48.2832791 0.1030741688 88.19806589 
-0.15 0.0003214139573 327.2058614 470.3956798 44.89090762 0.1051685308 84.54224128 
-0.05 0.0003080497666 345.7765798 459.9945149 42.07303745 0.1065163947 81.52499351 
0.05 0.0002971379865 360.7732824 452.3124086 39.90497179 0.1071994467 79.19480582 
0.15 0.000288770018 371.6181881 447.858295 38.39927742 0.1073121908 77.53849709 
0.25 0.000282419464 378.5189704 446.9072543 37.47506187 0.1069011247 76.44464463 
0.35 0.000276939461 382.4176311 449.6817653 36.9760444 0.1059065326 75.71432927 
0.45 0.0002708757898 384.5137627 456.6961956 36.73059083 0.1041554692 75.12049193 
0.55 0.0002629130311 385.7755301 468.948915 36.60732352 0.1014254139 74.47470669 
0.65 0.0002522497763 386.7546549 487.7813435 36.53308145 0.09755877519 73.66527739 
0.75 0.0002388092857 387.6587102 514.4825973 36.47978151 0.0925764997 72.6637155 
0.85 0.0002232487748 388.4918416 549.7903545 36.44320217 0.08673032766 71.51181561 
0.95 0.0002067570731 389.161121 593.3838664 36.42725444 0.08046181433 70.2971866 
1.05 0.0001907037898 389.5450344 643.4775762 36.4353605 0.07428771436 69.12224587 
1.15 0.0001762776375 389.546221 696.7296597 36.46631255 0.06866828753 68.07420478 
1.25 0.0001642461951 389.1283885 748.7126562 36.51243711 0.06391285722 67.20380923 
1.35 0.0001548877448 388.3130168 794.9602849 36.55887463 0.06014492745 66.51584106 
1.45 0.0001480591483 387.1149201 832.1689226 36.58281068 0.05731590535 65.96813708 
1.55 0.0001433256265 385.4231885 858.9002024 36.55079973 0.05524101996 65.47178462 
1.65 0.0001400871722 382.8515173 875.4150951 36.4118487 0.05363258643 64.88443159 
1.75 0.0001376634816 378.5675983 882.8226677 36.08465477 0.05211493362 63.99149478 
1.85 0.0001353258678 371.087027 882.0304301 35.4400821 0.05021767397 62.47768681 
1.95 0.0001322911267 358.0308105 872.8915409 34.28635597 0.0473642993 59.90847319 
2.05 0.0001277308365 335.9551963 853.7567525 32.37876186 0.04291183824 55.77637031 
2.15 0.0001209087243 300.6601677 821.7212585 29.49935304 0.03635243732 49.7138945 
2.25 0.0001115920428 248.9158588 774.3485467 25.65665564 0.02777702917 41.942055 
2.35 0.0001006810037 182.6358344 713.8591715 21.3398032 0.01838795912 33.68885492 
2.45 9.034889038e-05 113.3756468 651.6618699 17.48136993 0.01024336389 26.8027289 
2.55 8.277502183e-05 58.21930727 603.9028629 14.84214678 0.00481910443 22.40350263 
2.65 7.848182665e-05 25.38577193 576.9585159 13.44448034 0.001992321752 20.19200882 
2.75 7.650188519e-05 9.942593514 564.924574 12.83195813 0.0007606271475 19.2517185 
2.85 7.570198791e-05 3.666331881 560.1979336 12.59154774 0.0002775486118 18.8878304 
2.95 7.540168152e-05 1.305179929 558.4497434 12.50245951 9.841276133e-05 18.75375348 
3.05 7.529346361e-05 0.4531080761 557.8233365 12.470512 3.411607644e-05 18.70577573 
3.15 7.525551585e-05 0.1538770779 557.6039307 12.45932439 1.158009888e-05 18.68898748 
3.25 7.524250782e-05 0.05113824854 557.5286615 12.45548923 3.847770066e-06 18.68323394 
3.35 7.523814511e-05 0.01662156136 557.5033776 12.45420221 1.250575446e-06 18.68130333 
3.45 7.523671414e-05 0.005279613569 557.4950687 12.45377973 3.972207769e-07 18.6806696 
3.55 7.523625549e-05 0.001637537775 557.4924002 12.4536442 1.232022104e-07 18.6804663 
3.65 7.523611196e-05 0.000495602366 557.4915633 12.45360175 3.728719509e-08 18.68040262 
3.75 7.523606813e-05 0.000146274999 557.4913072 12.45358877 1.100515579e-08 18.68038316 
3.85 7.523605509e-05 4.208138261e-05 557.4912309 12.45358491 3.16603722e-09 18.68037736 
3.95 7.52360513e-05 1.179570081e-05 557.4912087 12.45358378 8.87461951e-10 18.68037567 
4.05 7.523605023e-05 3.220616321e-06 557.4912024 12.45358347 2.423064513e-10 18.6803752 
4.15 7.523604994e-05 8.563181044e-07 557.4912006 12.45358338 6.442599167e-11 18.68037507 
4.25 7.523604986e-05 2.216861212e-07 557.4912002 12.45358335 1.667878807e-11 18.68037503 
4.35 7.523604984e-05 5.587246643e-08 557.4912 12.45358335 4.203623669e-12 18.68037502 
4.45 7.523604983e-05 1.37082111e-08 557.4912 12.45358335 1.031351653e-12 18.68037502 
4.55 7.523604983e-05 3.273942968e-09 557.4912 12.45358335 2.463185363e-13 18.68037502 
4.65 7.523604983e-05 7.611249557e-10 557.4912 12.45358335 5.726403509e-14 18.68037502 
4.75 7.523604983e-05 1.72261592e-10 557.4912 12.45358335 1.296028172e-14 18.68037502 
4.85 7.523604983e-05 3.795411213e-11 557.4912 12.45358335 2.855517472e-15 18.68037502 
4.95 7.523604983e-05 8.084388005e-12 557.4912 12.45358335 6.082374188e-16 18.68037502 
